AuthorId,RecipeId,Time,HighCalories,HighProtein,LowFat,LowSugar,HighFiber
974500C,29478,8098.750436952598,1,Indifferent,1,0,0
1987342E,83464,864000.5695882422,0.0,Indifferent,1,0,0
2071936A,32607,7800.870894387077,1,Yes,0,0,1
2001356891A,132765,5400.375230757601,1,Indifferent,0,Indifferent,1
2001127421B,10818,2701.2434274290895,1,Yes,0,Indifferent,0
891885A,275184,8099.127834383325,0.0,Yes,1,0,0
2954161D,95204,2400.0382974194604,0.0,Yes,1,0,0
2001865146D,188055,899.7789637652481,1,Yes,0,0,1
542166E,82493,1797.4935827319016,0.0,Yes,1,0,1
1803763492A,204087,1800.0102519715267,0.0,Yes,0,Indifferent,0
929901E,92027,1320.8074080155395,0.0,Yes,0,0,1
2002491297D,40630,3600.8563608352456,1,Yes,0,0,0
935221A,153640,1261.0450719159012,1,Yes,0,0,1
2001627747A,33067,3601.2779320333275,1,Indifferent,1,0,1
2001454805C,338969,1798.2968348329337,1,Indifferent,0,0,1
135994C,278529,3599.7273265883578,0.0,Indifferent,0,0,0
1562723C,408216,3598.571968961792,1,Indifferent,0,Indifferent,1
221472B,229410,4497.064366576073,1,Yes,0,0,1
2002674659C,17006,1798.8363760580005,0.0,Yes,0,Indifferent,0
2002035307B,16311,2398.0036772246453,0.0,Indifferent,0,Indifferent,0
2000827979A,37209,1620.9582415022448,0.0,Indifferent,0,0,1
1157417E,89751,4200.751989560085,1,Indifferent,0,0,0
1802998197E,155186,2399.115558330959,0.0,Yes,0,Indifferent,0
2001551226E,25121,4200.439645586389,0.0,Indifferent,0,0,1
164597E,454084,13499.820384498713,0.0,Yes,0,0,1
1819498B,290303,1500.0332390207482,0.0,Yes,0,Indifferent,0
4601C,496614,299.9153119532364,0.0,Yes,0,0,0
1593720D,31804,300.04654780082245,1,Indifferent,0,0,0
383533B,403664,2099.315496016217,1,Indifferent,0,0,1
161441E,216840,960.9079686102328,0.0,Yes,0,0,0
1930181E,436988,4200.185187096352,0.0,Indifferent,1,0,1
476152A,24894,1019.5878553408317,1,Indifferent,1,Indifferent,1
2002158417A,395910,3000.445355098238,0.0,Yes,0,Indifferent,0
1062182B,38401,3299.4675306829636,0.0,Yes,1,0,0
46130483B,157208,1080.13380759902,0.0,Yes,0,0,0
55241C,16584,3000.8876976499896,1,Indifferent,1,Indifferent,1
1345904A,40262,10368596.695370328,1,Indifferent,0,0,0
1593230B,257573,11400.982677354512,0.0,Yes,1,Indifferent,0
9583442E,22445,9899.959157790812,0.0,Yes,0,0,0
515832A,36666,899.54303131979,1,Indifferent,0,0,0
1535799C,253141,1500.4587953226965,0.0,Yes,0,0,1
2001344159A,238079,1799.378241690228,0.0,Yes,0,Indifferent,0
2001293977E,41409,900.2567198430812,1,Indifferent,0,Indifferent,1
66404B,465404,1800.955209125073,0.0,Indifferent,1,Indifferent,0
915458C,210039,1800.1311022254165,0.0,Indifferent,0,0,1
1133693D,45723,1198.4193583193382,0.0,Indifferent,0,0,1
2182309E,161389,28920.795668009476,0.0,Yes,1,0,1
708926D,108851,3899.3195280780888,0.0,Yes,0,0,0
2120747E,177963,2700.3616443418205,1,Indifferent,0,0,0
2001473108E,240142,1800.9384306262516,0.0,Yes,0,0,0
2000455877B,49909,1800.8302809498382,0.0,Indifferent,1,0,1
644083E,135471,1799.6424248349238,1,Indifferent,1,0,1
2094586B,81591,4199.249114949513,0.0,Yes,1,Indifferent,1
2000401754A,136509,600.6040066944057,0.0,Yes,0,Indifferent,1
2122793E,109369,1200.1439140786397,0.0,Indifferent,1,0,1
297492D,47121,8099.200527689998,1,Indifferent,0,Indifferent,0
1087908D,165196,1202.0606822260445,1,Indifferent,0,0,1
211882E,364081,2637.3632005817235,0.0,Indifferent,0,0,0
2818990D,380812,5400.628756238273,0.0,Indifferent,0,Indifferent,0
2002210022B,287554,4800.2399593255295,1,Indifferent,0,Indifferent,0
255179A,22176,4499.74821902125,0.0,Indifferent,0,0,0
336111E,76491,1498.8451721974625,0.0,Yes,1,0,0
1690305A,225391,28800.940203559006,0.0,Yes,1,0,0
562526E,37310,599.3960967025995,1,Indifferent,1,0,1
2000545377A,28758,898.761322827091,0.0,Yes,0,0,1
604333B,133902,1380.1147087309296,1,Yes,0,0,0
244944C,164687,3000.7716750775485,0.0,Indifferent,0,0,1
574601B,43072,4500.181686812622,1,Indifferent,0,Indifferent,1
104168A,49387,4800.091277653077,0.0,Indifferent,0,0,1
157680A,443969,1198.7960022724117,0.0,Yes,0,Indifferent,1
2038208D,300387,12601.600466517191,1,Yes,0,Indifferent,0
367668D,79116,3901.656308880366,0.0,Yes,0,0,0
117010E,292138,1500.507636265112,1,Yes,0,Indifferent,0
2511341B,150863,3599.5872334692717,1,Yes,0,0,0
172800E,281387,4799.285497708851,0.0,Yes,0,0,1
188940B,409769,2400.4274705603343,0.0,Indifferent,0,0,0
1802815214B,136470,2400.868506408114,0.0,Indifferent,0,0,0
40602231C,471241,1501.0789132670875,0.0,Indifferent,0,0,0
873854E,46262,601.6593040531608,0.0,Indifferent,0,0,1
221472B,102260,22498.665100709808,1,Yes,1,0,1
814572B,43390,3599.749473087231,1,Yes,0,0,0
849596A,264191,2699.5390219814253,0.0,Indifferent,1,0,1
1453805B,230952,899.9260183899598,0.0,Indifferent,0,0,0
231308C,75887,1799.589068322666,0.0,Yes,0,Indifferent,0
2000914202D,131988,1201.3019239565317,0.0,Indifferent,0,0,0
61946B,21406,899.1874469592517,0.0,Yes,1,0,0
1623142A,192896,8099.530913037818,0.0,Indifferent,0,0,0
1664729A,77113,5098.9193540101505,1,Indifferent,0,0,0
2000053572D,10733,898.8168008650329,0.0,Yes,1,0,0
2001050924A,152457,1199.189432273713,1,Indifferent,0,0,0
1006244A,13320,88200.54809494795,0.0,Indifferent,0,0,1
87519B,116434,1801.1431677344178,1,Indifferent,0,0,0
182113E,45809,14402.30913453289,0.0,Yes,1,Indifferent,1
2661897D,11793,7798.003102028592,0.0,Yes,1,Indifferent,1
2001842763D,44294,1799.358532027807,0.0,Indifferent,0,0,1
505393E,51561,3298.8812688581875,0.0,Indifferent,0,0,1
203291D,30756,1799.27013861784,0.0,Yes,0,0,1
561390B,117910,4199.911696692022,0.0,Indifferent,1,Indifferent,1
323349D,317678,599.185329907375,0.0,Indifferent,1,0,0
703807E,433277,12599.06044528312,0.0,Indifferent,0,Indifferent,1
2000488288A,220243,658.7244209518436,1,Yes,0,Indifferent,1
296809C,106903,11398.661612935057,1,Indifferent,0,Indifferent,0
123184D,427474,2098.9482637442024,0.0,Indifferent,0,0,0
280909C,54850,3598.9107985513506,0.0,Indifferent,1,0,1
2002503869B,39900,2340.890860414311,1,Yes,1,0,0
1803406578B,494438,302.04780273462654,1,Indifferent,0,Indifferent,0
2001841491D,33525,299.5668760601384,1,Indifferent,0,0,0
342091E,92839,599.223420640999,0.0,Indifferent,0,Indifferent,0
1257686C,284403,1498.9839511953007,0.0,Indifferent,0,0,0
562526E,167202,478.7506548535508,1,Indifferent,0,0,1
1222368B,329675,1680.9668328797882,1,Yes,0,0,0
784816A,27778,8999.933740692522,1,Yes,1,0,0
693606D,89164,55199.96640868352,1,Yes,1,Indifferent,1
938954A,264556,4801.093507768094,1,Yes,0,0,0
2001777097B,136439,6300.482343965173,1,Indifferent,0,0,1
1664729A,148446,1500.4579535927392,0.0,Indifferent,0,0,0
2000631596B,154351,5400.383157404878,1,Indifferent,0,0,1
2000651108A,229075,6298.217455077358,1,Indifferent,0,0,0
676851D,282620,2701.264393819431,0.0,Yes,1,0,1
235926B,433401,12002.114783906523,0.0,Yes,0,0,1
577934A,406460,600.1470572849332,0.0,Indifferent,0,0,1
2000827979A,318120,299.6365206757919,0.0,Indifferent,0,0,1
1565231C,56327,298.74869363503876,0.0,Yes,0,0,0
2000234778D,456364,959.5801300211452,0.0,Indifferent,0,0,0
442985E,205365,4800.468174641679,1,Indifferent,0,0,1
884673C,94597,1801.541686372388,1,Indifferent,0,Indifferent,1
2000455877B,303853,301.3961951073378,0.0,Indifferent,0,Indifferent,1
818125A,237926,4200.14490017721,0.0,Indifferent,0,0,0
1744711E,153597,24297.86831973709,0.0,Yes,1,Indifferent,0
630014E,101832,1799.8012792824286,0.0,Indifferent,1,0,0
1801603591B,412507,2998.5901991811716,1,Indifferent,0,Indifferent,0
1803294161D,137040,3600.2473966279217,0.0,Indifferent,0,0,0
164839E,33919,18599.966783228876,1,Indifferent,1,0,0
2001601402D,93115,5399.086708716817,1,Yes,0,0,0
2184841C,27144,899.3777774631405,0.0,Yes,0,0,1
2002463647E,395197,3600.000991963927,0.0,Indifferent,0,0,0
1803558176D,249677,3600.38835762822,0.0,Indifferent,0,0,0
1829265A,31266,8399.600615242147,0.0,Indifferent,1,Indifferent,1
2000606436B,105071,3000.5557126942317,1,Yes,0,0,1
1829123C,27810,900.601513018607,1,Indifferent,0,0,0
1802895080D,294620,1798.665865409071,1,Indifferent,0,0,1
2000318380E,88453,4801.49893405435,0.0,Indifferent,0,0,0
2001601975E,99919,1201.208053060412,1,Yes,1,Indifferent,0
2000455877B,197682,1800.9135559496106,0.0,Indifferent,0,Indifferent,0
378574B,99843,3000.3084389893424,0.0,Indifferent,1,0,1
2002566720D,326343,2699.409689317092,0.0,Yes,0,0,1
1623132C,161360,3179.0085994079177,1,Yes,0,Indifferent,0
1325099B,165717,2099.5641536060493,0.0,Indifferent,0,0,0
2077764C,36831,2099.7122770797214,1,Indifferent,0,0,1
1877319A,59311,4501.1063698660255,0.0,Indifferent,0,Indifferent,0
2002704840D,103642,4499.023177551824,0.0,Yes,1,Indifferent,1
2000136199B,511799,1199.3346128863968,0.0,Yes,0,0,0
44141C,82102,1200.7085734934406,0.0,Indifferent,0,Indifferent,1
32478E,99325,9900.362058713928,0.0,Indifferent,0,0,0
1055589D,27030,179.53650432439284,0.0,Yes,0,0,1
751444B,253359,3300.807255569494,1,Indifferent,0,0,1
2000320199C,146945,3601.8876415967234,0.0,Indifferent,0,Indifferent,1
1801272945C,95716,240.79620888454892,0.0,Indifferent,0,0,0
1800062588A,61718,4200.441722827867,0.0,Indifferent,0,0,0
124663C,27208,1799.2431734069132,1,Indifferent,0,Indifferent,1
2002463647E,441685,2100.1557688219677,0.0,Indifferent,1,0,1
929391D,25969,2099.1755751217975,0.0,Indifferent,0,Indifferent,1
148286A,236580,3600.196263291744,1,Yes,0,0,0
1802799772E,458264,1679.8470247626892,1,Indifferent,1,0,0
942338E,46131,1799.7036774475202,1,Indifferent,1,0,0
1193791B,44985,2699.376707974134,0.0,Yes,0,0,1
76294E,28149,600.948830318795,0.0,Indifferent,0,0,1
2001068220B,219277,899.65288103767,0.0,Yes,1,Indifferent,0
331762E,11705,10801.003444107884,1,Yes,0,0,1
2001059011A,16702,899.2406990000937,1,Yes,1,0,0
2001851352C,82102,1200.31081503268,1,Indifferent,0,0,1
2000731632C,34587,4800.4627824754825,0.0,Yes,0,0,1
2000397166E,50847,7800.784540355124,0.0,Yes,0,0,0
1800212330A,63756,2100.3900438536966,1,Indifferent,0,0,1
2001846601A,82945,599.5369329158295,1,Indifferent,0,Indifferent,0
2005595D,160197,599.8100412658421,1,Indifferent,0,Indifferent,0
229260B,198845,3299.606910177372,1,Yes,1,0,0
113493A,278671,1200.8318320887402,0.0,Indifferent,1,Indifferent,0
1800110479C,31184,1140.95282454964,0.0,Indifferent,1,0,0
123184D,170114,4200.702046421625,0.0,Yes,0,0,1
164875C,144142,5400.0224618505335,0.0,Indifferent,0,0,1
1281646E,61439,180.6681881470915,1,Indifferent,0,Indifferent,0
551342A,257730,2398.0977193849308,1,Indifferent,0,0,1
916480A,134944,899.5773787716493,0.0,Indifferent,0,0,1
334574B,152707,300.6495027459668,0.0,Yes,0,0,1
396399A,20347,1199.3241598027448,1,Indifferent,1,0,1
1137048B,255992,900.6418100186334,0.0,Indifferent,1,0,0
2818778E,464959,1381.191627443438,0.0,Yes,0,0,0
1217315A,52680,599.2607111393119,0.0,Yes,0,Indifferent,1
2027782B,435955,839.5116699363624,0.0,Yes,0,0,0
107945E,39097,899.4065460931151,1,Indifferent,1,0,0
2000234778D,425948,4499.554507360065,0.0,Indifferent,1,0,1
2002851648D,90674,599.9024079494354,0.0,Yes,0,0,0
488773C,167760,3298.050762754056,1,Indifferent,0,0,0
2363329A,124194,2100.4154371115987,0.0,Indifferent,1,Indifferent,1
945337E,171309,300.08131897754714,0.0,Indifferent,0,0,0
2460426A,503392,2998.93638877066,0.0,Indifferent,0,Indifferent,1
2002783116A,66703,60.219494797866595,1,Indifferent,0,Indifferent,0
1000785A,95442,4201.278911360581,1,Indifferent,1,0,1
1544298E,171756,3000.4107543605,1,Yes,0,0,0
2001065508A,123269,14999.806249928904,1,Indifferent,1,0,0
2000141054B,313567,2398.609978598387,1,Indifferent,1,Indifferent,0
2001567879E,47376,1501.3515058838452,0.0,Indifferent,0,0,1
2002240507E,112808,3599.587346371893,1,Yes,0,0,0
759481D,268888,4199.633274124312,1,Indifferent,0,0,0
113493A,50951,8401.524504109575,0.0,Indifferent,0,Indifferent,0
1446288C,326504,1200.1232518635454,1,Indifferent,1,0,0
2001014415B,99551,899.3987970141364,1,Indifferent,1,0,0
2577188D,427641,3119.495348053646,0.0,Indifferent,1,0,0
85853E,41705,899.8044890532702,1,Indifferent,0,0,1
2002282838D,254206,3718.9216803059735,0.0,Indifferent,0,0,1
263758D,279757,3297.310613833573,0.0,Indifferent,1,0,0
654915E,8905,3299.792976801251,1,Indifferent,0,0,0
2001649681E,175178,3599.138589264496,0.0,Yes,0,Indifferent,1
2736912C,62259,2699.593491341655,0.0,Indifferent,0,0,1
118504B,29234,87598.76943128002,0.0,Yes,0,Indifferent,1
161441E,175097,2702.3039607474043,0.0,Yes,1,0,0
1544615A,61112,1799.5655142271632,1,Yes,1,0,0
712196D,25962,599.8190638207083,1,Indifferent,0,Indifferent,1
2002267607D,17045,29998.85190279293,0.0,Indifferent,0,Indifferent,0
1413963B,47592,600.346281294424,1,Indifferent,0,0,0
1183978E,101670,1799.8187399959406,1,Indifferent,1,Indifferent,0
2000669334C,54398,58.40531463771307,0.0,Yes,0,0,0
488773C,16703,1499.753637445575,0.0,Indifferent,0,0,1
2002532479D,69708,2099.002044123394,0.0,Indifferent,1,Indifferent,1
2001342021D,77349,3899.241212778586,0.0,Indifferent,0,0,0
80233C,40497,1497.627885156275,0.0,Indifferent,1,0,1
2001180976D,365049,899.1150913030021,0.0,Indifferent,0,Indifferent,0
1722713E,32048,1199.9734046798123,1,Yes,0,Indifferent,0
2000333540A,234043,599.7272896959332,0.0,Indifferent,0,0,0
2001937611E,140361,241.0778698868599,0.0,Yes,1,0,0
1398551B,82967,2700.7695508085744,1,Indifferent,0,0,0
2660190A,182190,7199.315199576414,0.0,Yes,0,0,0
2002099122C,42780,1799.5572748522268,0.0,Yes,1,0,1
2000848391A,87327,1678.6332655843185,0.0,Indifferent,0,0,1
368261E,161600,3300.281077403802,1,Indifferent,0,0,0
343886B,130770,4200.80428021712,1,Yes,0,0,0
161652C,287861,3898.588870198938,0.0,Indifferent,0,Indifferent,0
409463A,424640,5398.5709606113305,1,Yes,0,0,0
2000355643D,15918,8400.22426824721,0.0,Yes,0,0,1
2647414E,81968,900.8081686122936,1,Yes,0,Indifferent,0
1802289260D,190335,3901.0702829065945,1,Yes,1,0,1
1521913A,9169,1618.063354542057,0.0,Indifferent,0,0,0
2529226A,122884,11400.278583325751,0.0,Indifferent,0,0,0
1997882E,204731,1620.743364229527,0.0,Yes,0,0,1
183648A,22127,4798.540821060517,0.0,Yes,0,0,1
935221A,110877,1199.249871036462,0.0,Indifferent,0,0,1
2002089946A,274940,3002.014731686201,0.0,Indifferent,0,Indifferent,1
1973024D,9989,2400.200916968509,1,Indifferent,1,Indifferent,1
1803483450C,189087,11999.453645366708,0.0,Indifferent,0,0,1
2000141054B,219572,1499.678873899284,1,Indifferent,0,0,0
1803744520A,150987,22800.44181636636,0.0,Indifferent,1,0,0
2000223134E,132765,5399.873018909716,0.0,Indifferent,0,0,0
1561754B,45069,5399.05634020745,0.0,Yes,0,0,0
2000241369C,89121,1801.4980104274848,0.0,Indifferent,0,0,1
966574D,101098,1499.348500990808,1,Indifferent,0,0,0
104168A,283727,2698.9303137297466,0.0,Yes,1,0,0
931936B,400350,601.0794790140087,0.0,Yes,0,0,1
2000141054B,445309,259500.06446599387,1,Indifferent,0,0,0
1101195E,19596,-1.6650279614657064,0.0,Indifferent,0,0,1
2002811764C,69633,1499.151288413029,0.0,Indifferent,0,Indifferent,1
691793B,32664,10198.750302033755,0.0,Indifferent,1,0,0
484178D,423957,2701.3976297935133,0.0,Yes,1,0,0
699282E,18962,119.58411421270183,1,Indifferent,1,0,1
126703D,84539,1080.9161378870072,0.0,Indifferent,0,0,0
45121648D,114215,4501.920361651382,0.0,Indifferent,1,0,0
2002700566D,315933,4199.885820396838,0.0,Indifferent,0,0,1
2002127526E,32215,3000.003879044818,1,Yes,0,0,1
2001961001B,233022,5399.679559990356,0.0,Yes,1,0,0
369935B,205001,2100.352535413421,1,Indifferent,1,0,1
402362E,263597,2100.641835282321,1,Indifferent,1,0,0
2547883E,52762,4500.726390787672,1,Indifferent,0,0,1
1803150409D,58347,2399.192147967699,0.0,Indifferent,1,Indifferent,0
113493A,66947,8399.572716716888,1,Indifferent,1,0,0
263758D,143465,1199.334324124293,0.0,Indifferent,0,0,0
233376B,398464,298.6672284831698,0.0,Yes,1,0,0
188865C,202047,599.9180507259572,0.0,Indifferent,0,0,1
1316717E,65563,5398.803496833882,0.0,Indifferent,0,0,0
424680D,252735,2399.093244725751,0.0,Indifferent,1,Indifferent,0
2471817C,84516,2580.0789694499517,1,Indifferent,0,Indifferent,1
1098921D,57651,5102.007611619459,0.0,Yes,1,0,1
2000046128B,275564,2999.8097182132974,1,Indifferent,0,Indifferent,0
1736119B,242503,1199.3315579249104,0.0,Indifferent,1,0,0
1315175E,53049,1498.1138731218664,1,Indifferent,0,Indifferent,0
1057213A,294196,3599.1447676842586,0.0,Yes,0,Indifferent,1
287355B,127752,1200.4188396259265,1,Indifferent,0,0,0
318793A,344591,900.0756076953559,1,Yes,0,0,1
1664497E,49291,478.65371955273025,0.0,Yes,1,0,0
851537B,20307,3000.9859422521954,1,Indifferent,0,0,1
1821579B,21843,2398.582645338663,0.0,Yes,0,0,0
2000248676D,168529,599.8174598577768,0.0,Indifferent,0,Indifferent,1
200243B,31416,599.2270682765109,0.0,Yes,0,0,0
58562E,286395,1800.287024762866,0.0,Yes,0,Indifferent,0
1434234C,47188,4499.165297403875,1,Indifferent,0,Indifferent,0
2450790E,100078,2820.081790345244,0.0,Indifferent,0,0,1
1513963B,82829,1799.8928153785005,0.0,Indifferent,0,0,1
1632939E,155847,87300.40538011727,1,Yes,0,Indifferent,0
2000867026D,230172,2040.8029058128411,0.0,Yes,0,Indifferent,1
2001823496E,11266,3000.338647649099,0.0,Indifferent,0,0,0
837453A,22107,1799.288740814443,0.0,Yes,0,0,0
2411693B,487851,901.4707760606992,1,Yes,0,Indifferent,0
580295B,268374,5400.150723484539,0.0,Yes,1,0,0
1658473A,344031,4199.370617793392,0.0,Indifferent,0,0,1
2001586709D,120835,7200.894462572447,0.0,Yes,0,0,1
842776E,99813,599.8275474145264,0.0,Yes,0,0,1
1221306D,6790,898.7447112123917,0.0,Yes,0,0,1
259266E,104104,900.6331237025644,1,Yes,1,0,1
2345466E,356814,901.372727864602,0.0,Yes,0,0,0
1222368B,195673,1798.757914270305,0.0,Indifferent,1,0,1
2002127963B,39345,1200.4848415263907,0.0,Yes,0,0,1
1038778C,18471,1801.0311863932002,1,Indifferent,0,0,0
803073D,431547,11398.627388514116,0.0,Indifferent,1,Indifferent,0
117558A,7141,3901.4796941950062,1,Indifferent,0,0,1
1086079D,52104,86400.78947896209,1,Indifferent,0,0,0
439405E,36279,2698.2821192504466,1,Indifferent,0,0,0
104168A,104481,1199.2415435682112,1,Indifferent,0,0,1
361514E,275971,899.6593751734597,1,Yes,1,0,0
935221A,199913,1801.2026540758336,1,Indifferent,1,0,1
2000891286C,29074,1199.4141309388465,0.0,Indifferent,0,0,0
124826B,12807,300.078899483037,0.0,Yes,1,0,0
126356D,184693,2698.77853530892,0.0,Indifferent,0,0,1
2002761237A,122475,1201.0647166908454,0.0,Yes,0,0,0
2001980524C,503054,1498.512360138314,0.0,Yes,1,0,0
643896E,107987,3600.03222689888,1,Indifferent,1,0,1
2919616E,520819,1799.7395123027025,1,Yes,0,0,0
1801253004A,225791,3599.4435192640976,1,Yes,0,Indifferent,0
1264783A,186855,119.67978579286807,0.0,Indifferent,0,0,0
433715B,23841,4200.723996865403,0.0,Yes,0,0,0
104168A,110841,3000.53793600372,0.0,Indifferent,0,Indifferent,1
2000827979A,509574,21899.530462166316,1,Yes,0,0,0
779107A,213179,3001.3528672215275,0.0,Indifferent,1,0,0
751444B,166851,4500.460354963477,0.0,Indifferent,1,0,0
979978E,193345,779.5442419501766,0.0,Yes,0,0,1
2001971699D,101049,1199.3053672418234,0.0,Yes,0,0,1
521247B,93232,2099.3522695761603,1,Indifferent,1,0,0
1332935C,153454,901.774071508387,0.0,Yes,0,0,1
437530D,260160,900.6828968033053,0.0,Indifferent,1,0,1
1017982A,365667,2401.8204281637336,1,Yes,0,0,1
2406853D,82089,86461.83108152033,0.0,Indifferent,0,Indifferent,0
1243497A,181396,22799.855980245975,0.0,Indifferent,0,0,0
1856536A,56784,2400.087131762631,0.0,Indifferent,0,0,0
741591B,476517,1498.981365271453,1,Indifferent,0,Indifferent,0
15759B,117449,899.190891353329,1,Yes,0,0,0
2001865303B,58309,900.0930497984833,0.0,Yes,0,Indifferent,1
368261E,235311,4200.54923772984,1,Yes,0,Indifferent,1
518537E,45437,3599.6517075365477,1,Indifferent,0,0,1
1803138045D,181692,659.6746797031698,0.0,Yes,0,Indifferent,1
2899145E,182197,2999.7782427514258,1,Indifferent,0,0,1
209133D,10999,5100.1562108418775,0.0,Indifferent,0,0,1
2001311162C,244469,1499.4569832639822,0.0,Yes,1,0,1
2001276934A,301754,29100.203190815504,1,Indifferent,0,0,0
2001833473C,435793,1799.6968969213071,0.0,Indifferent,0,0,0
2378444D,10721,2099.9879874312724,1,Yes,0,0,1
926547D,77102,599.956936904172,1,Indifferent,0,0,1
2001068948E,40208,3898.620712587466,1,Indifferent,0,0,0
2000264202A,277332,2100.9423850531502,0.0,Yes,0,Indifferent,0
1803143548C,60741,4499.685396221231,0.0,Indifferent,0,0,1
1800093616E,371145,4799.889829495668,0.0,Indifferent,0,0,1
1922187C,61341,5100.536056789871,1,Indifferent,1,0,1
2000234778D,274524,10200.485677131512,0.0,Indifferent,0,0,1
2002390092E,135585,180.4647156529557,0.0,Yes,1,0,1
587513C,130707,8098.139641811735,1,Indifferent,0,0,1
2001034864C,109516,600.069614460358,0.0,Yes,0,0,1
49320E,484430,3299.4095776347003,1,Yes,0,Indifferent,1
2000271130C,160183,1799.135517894215,0.0,Indifferent,0,0,0
2001727909C,44289,3000.754481940932,1,Indifferent,0,0,1
332818E,81168,1620.607700174956,0.0,Yes,0,Indifferent,0
685066A,180680,239.65329217315488,0.0,Indifferent,0,0,1
935221A,171698,3300.0893250880385,1,Yes,0,0,0
862215D,4790,3600.6809352862206,1,Indifferent,1,0,0
1800065177C,89684,8100.549218150436,0.0,Yes,1,0,1
2178786B,238239,601.0448102981298,1,Indifferent,1,0,0
2000848392C,28768,3898.232607511774,0.0,Indifferent,1,0,1
2002275533E,74251,3299.0301324396164,1,Indifferent,1,0,0
454770E,149663,1200.43959509871,0.0,Indifferent,0,Indifferent,1
29345B,28255,4500.06303658391,0.0,Indifferent,0,0,1
596377E,366762,3299.9912632796577,0.0,Yes,0,0,0
2426059C,41781,3002.0474964610444,1,Yes,0,0,1
209311B,61922,3899.238929119984,1,Indifferent,0,0,0
2122722D,483212,1800.1380058361622,0.0,Indifferent,0,0,0
2919616E,188049,1.2046703174352773,0.0,Yes,0,0,0
2002769097E,35919,1019.722011416901,1,Indifferent,0,0,1
1802579667E,114848,3181.4834831171756,0.0,Indifferent,0,0,1
1126883D,42609,181.3913597478604,0.0,Indifferent,0,0,0
2292098A,200984,4498.674755735056,0.0,Yes,0,0,1
678693A,21410,2401.78079255955,1,Yes,0,0,0
1803744520A,100427,421.1138851988508,0.0,Yes,0,0,0
2001838832B,57294,1801.4723613698752,0.0,Indifferent,1,0,1
2002892160B,33468,23100.318756159584,1,Yes,0,Indifferent,1
2001328492C,156390,1499.3602524571804,0.0,Indifferent,0,0,0
21634C,65477,1501.4058862278268,1,Yes,1,0,0
2002201047D,478665,2399.8131023507,1,Indifferent,0,0,0
1510383E,46886,4200.9016563855685,0.0,Yes,0,0,1
257158A,84542,86703.00364401088,0.0,Yes,0,0,1
2000100100D,17141,2098.845224447836,1,Indifferent,1,0,0
2000758272B,443136,2280.329783823948,0.0,Indifferent,1,0,0
2002009699A,147686,1381.2543541570583,1,Indifferent,0,0,1
43519193B,354979,4799.632091334622,1,Indifferent,0,Indifferent,1
2002852615B,67328,2398.6707204563445,0.0,Yes,0,Indifferent,0
2739809D,41721,3301.920298106169,0.0,Indifferent,0,0,0
2002391855C,81856,1501.0241357483767,0.0,Indifferent,1,0,0
493556C,18020,4080.348100477432,0.0,Indifferent,0,0,0
2000561591D,73810,1200.1024662916648,0.0,Indifferent,0,Indifferent,0
1111016E,75113,2999.378345618492,1,Indifferent,1,0,0
1802394986E,46389,301.0064160570359,0.0,Indifferent,0,0,0
330511D,101816,4498.931909221004,1,Indifferent,0,0,0
2001116803A,195452,1500.3043114556301,0.0,Yes,0,0,0
93132E,19840,600.2646653026097,1,Indifferent,0,0,0
2001019763B,178146,3599.541705135002,0.0,Yes,0,Indifferent,0
914056E,305071,599.7231286401195,0.0,Indifferent,0,0,1
1802442592B,104884,2698.295843964637,0.0,Yes,0,Indifferent,1
1060524D,193951,2099.728846915765,1,Yes,0,Indifferent,0
1334211B,47048,1200.5443223020309,1,Indifferent,0,0,1
691456E,69051,3600.5400479003374,1,Indifferent,1,0,0
1749086E,207384,2399.986003704416,0.0,Indifferent,0,0,1
1137048B,179565,3601.489196711114,1,Yes,0,0,0
1803670857B,410978,3300.714425322362,1,Indifferent,1,Indifferent,0
2002087784B,272831,601.0439557268223,0.0,Yes,0,Indifferent,0
2001454367A,23038,2219.1387641857236,1,Yes,0,0,0
46543E,307683,1800.135408555917,0.0,Yes,0,Indifferent,0
818125A,358301,601.432678258342,1,Indifferent,1,0,0
937572B,10154,1622.3744069067648,0.0,Yes,0,0,1
1803461630B,410315,2399.3767420581,0.0,Indifferent,1,Indifferent,0
2200382E,3978,177.8755248471032,0.0,Indifferent,1,0,1
701083E,24143,2100.620525185612,1,Yes,0,Indifferent,1
2000371470D,98945,5698.914532046543,0.0,Indifferent,0,Indifferent,0
2000900612C,33279,3538.286736521849,1,Yes,1,0,1
1198670D,59635,4799.604757141664,0.0,Indifferent,0,Indifferent,0
2255366A,5092,1201.2260004865022,1,Yes,0,0,1
751444B,294344,2999.4945267648336,0.0,Indifferent,0,0,0
1776377D,60382,3901.478727695555,1,Yes,1,0,0
2577188D,185776,4499.484962650107,1,Indifferent,1,Indifferent,0
2002272177D,97327,1620.7046397511954,0.0,Yes,0,0,0
1859030D,366229,3299.586919510594,0.0,Indifferent,1,0,0
1628344D,12648,4498.698186635645,0.0,Indifferent,0,Indifferent,0
1278953A,154576,3000.109177002051,1,Indifferent,0,0,1
171292C,226087,1380.2174229666027,1,Indifferent,0,Indifferent,1
1802510477A,200296,4200.130364973506,1,Yes,1,0,0
1089009D,196856,6298.405979799927,1,Indifferent,0,0,0
300335E,63756,2098.4191113714724,0.0,Yes,1,0,1
