AuthorId,Diet,Age
116245E,Omnivore,40
1162478D,Omnivore,47
116248E,Vegetarian,21
1162497B,Omnivore,57
1162499E,Vegan,79
1162508B,Omnivore,32
1162541C,Vegetarian,19
1162558C,Vegan,65
1162560D,Vegetarian,27
1162567C,Vegetarian,62
1162571E,Vegetarian,18
1162608A,Vegan,53
116261E,Vegan,20
1162620E,Omnivore,67
1162636C,Vegan,39
1162654E,Vegetarian,27
116267A,Vegetarian,19
1162680D,Vegan,75
1162727D,Omnivore,52
1162730E,Omnivore,32
1162750B,Vegetarian,78
1162751B,Vegan,40
1162780D,Omnivore,37
1162781C,Vegetarian,37
1162789B,Vegetarian,68
1162795A,Vegan,70
1162797B,Vegetarian,18
1162802E,Vegetarian,35
1162807B,Omnivore,56
116281C,Vegan,25
1162831E,Vegetarian,39
1162847E,Vegetarian,73
1162909D,Vegan,58
1162912A,Vegan,57
116291D,Vegetarian,51
1162920E,Vegetarian,54
1162922A,Vegetarian,19
1162925D,Vegan,52
11629504D,Vegetarian,67
1162953C,Vegetarian,53
1162967A,Vegetarian,27
1162969A,Vegetarian,74
1163002C,Omnivore,57
1163007B,Vegetarian,78
1163010B,Omnivore,41
1163036D,Omnivore,65
1163044E,Vegetarian,32
1163051D,Vegetarian,70
116305B,Vegetarian,71
1163069E,Omnivore,51
1163087A,Omnivore,36
1163088C,Vegetarian,37
1163097A,Omnivore,63
1163128E,Vegetarian,45
1163141E,Vegetarian,50
116314A,Vegetarian,38
116315E,Vegetarian,63
1163184A,Omnivore,40
1163187E,Vegan,73
1163209A,Vegetarian,64
1163216D,Vegetarian,40
116321D,Omnivore,67
11632374D,Omnivore,59
1163243D,Vegetarian,19
1163249D,Vegan,47
1163252E,Omnivore,64
1163274A,Vegetarian,72
1163303A,Vegetarian,27
1163307C,Vegetarian,72
1163315A,Omnivore,64
1163316E,Vegetarian,19
1163358E,Vegetarian,62
116336B,Vegetarian,52
1163388A,Omnivore,68
11633A,Vegetarian,35
11634036D,Vegetarian,21
116341E,Vegetarian,69
1163422D,Vegan,22
11634365D,Omnivore,52
1163467B,Vegetarian,34
1163482E,Vegetarian,32
1163488A,Vegetarian,76
1163526B,Omnivore,55
1163533B,Vegan,35
1163540E,Omnivore,21
116354A,Omnivore,77
1163575A,Vegetarian,78
11635878A,Vegan,27
1163587E,Vegetarian,73
1163620D,Omnivore,45
1163627C,Omnivore,60
1163658B,Vegetarian,33
1163675E,Omnivore,32
116368A,Vegetarian,26
1163715E,Vegetarian,31
1163719B,Vegetarian,39
116371A,Vegetarian,33
1163725A,Vegetarian,32
1163726B,Vegetarian,32
116375B,Vegetarian,33
1163769E,Vegetarian,77
1163785A,Vegan,35
1163794E,Omnivore,45
1163813B,Vegetarian,59
1163817C,Omnivore,54
1163830C,Omnivore,76
1163840A,Vegetarian,18
1163842D,Vegetarian,79
1163845D,Vegetarian,52
116385B,Vegetarian,69
1163919A,Vegetarian,36
1163925B,Vegetarian,28
1163931E,Vegetarian,49
11639521C,Vegan,24
1163952C,Omnivore,55
116395A,Vegetarian,34
1163968B,Omnivore,53
1163988A,Vegetarian,72
116401D,Omnivore,42
1164020A,Vegetarian,32
1164058A,Vegetarian,41
1164063D,Omnivore,75
1164100D,Omnivore,65
1164128E,Omnivore,79
1164137E,Omnivore,34
1164140B,Vegetarian,71
116414D,Vegetarian,74
1164201B,Vegetarian,37
1164203C,Vegetarian,78
116420D,Vegetarian,34
1164218B,Vegetarian,68
1164226B,Omnivore,53
1164229E,Omnivore,60
116423D,Vegetarian,49
1164252C,Omnivore,78
1164287C,Omnivore,27
116429A,Vegetarian,61
1164310C,Vegetarian,58
1164338E,Vegan,32
11643408A,Omnivore,42
1164341B,Vegetarian,29
11643471E,Vegetarian,62
1164350E,Vegetarian,75
11643566C,Omnivore,19
1164361E,Vegetarian,56
1164363D,Vegetarian,63
116436E,Vegetarian,51
1164370C,Vegetarian,28
1164399C,Omnivore,29
1164405A,Omnivore,44
116441D,Omnivore,40
1164424B,Omnivore,36
1164449C,Vegetarian,18
1164455E,Vegetarian,55
1164457C,Vegetarian,45
1164481B,Vegetarian,59
1164483A,Vegan,38
1164510B,Omnivore,32
116454E,Vegetarian,58
1164577E,Vegetarian,26
1164585B,Vegetarian,63
1164599B,Vegan,79
116459E,Vegetarian,18
1164610A,Vegetarian,61
1164621D,Vegan,47
1164631D,Vegetarian,48
1164632E,Omnivore,31
1164638B,Vegetarian,56
116463E,Omnivore,54
1164644D,Omnivore,19
1164670D,Omnivore,32
1164689D,Omnivore,43
116469B,Vegan,46
1164703A,Vegetarian,74
1164710D,Vegetarian,55
1164718A,Vegan,36
1164724A,Omnivore,49
1164754C,Vegan,40
1164770E,Omnivore,26
1164778A,Vegetarian,22
116478A,Vegetarian,42
1164795B,Omnivore,42
1164806C,Vegan,53
1164816E,Vegetarian,71
1164828E,Vegetarian,26
1164838E,Vegan,39
1164866E,Vegetarian,43
1164872A,Vegetarian,64
1164882B,Vegan,71
1164884E,Vegan,41
1164938E,Vegetarian,46
1164942C,Omnivore,28
1164957A,Omnivore,47
1164961A,Omnivore,63
1164989C,Vegetarian,66
116501D,Vegetarian,64
1165039C,Omnivore,50
1165042C,Omnivore,27
1165066A,Vegan,76
116510B,Vegan,70
1165119A,Vegetarian,30
1165123C,Vegetarian,77
1165127C,Vegetarian,58
1165140D,Omnivore,27
116516A,Vegetarian,79
1165170D,Vegan,44
1165172A,Omnivore,47
116518E,Vegetarian,50
1165203E,Vegetarian,78
1165215E,Vegan,63
116521E,Vegetarian,22
1165233A,Vegan,64
1165250A,Vegetarian,69
1165287D,Vegetarian,40
1165295A,Omnivore,59
1165376E,Vegetarian,49
1165379E,Vegan,26
1165380D,Vegetarian,19
1165407C,Vegetarian,64
1165425A,Omnivore,20
116542D,Vegetarian,51
1165464A,Omnivore,32
1165470E,Omnivore,54
1165541B,Vegan,76
1165560A,Vegetarian,59
1165565B,Vegan,68
1165590A,Omnivore,79
1165615C,Vegetarian,21
11656237E,Vegetarian,29
1165624D,Omnivore,65
1165633D,Vegetarian,78
1165643E,Vegetarian,72
1165653D,Vegetarian,45
1165667C,Vegetarian,47
116566D,Vegetarian,26
1165671D,Vegetarian,63
1165678B,Omnivore,43
1165681E,Omnivore,40
1165705C,Omnivore,77
116571E,Vegetarian,28
1165723E,Omnivore,42
1165773B,Omnivore,58
1165778C,Omnivore,25
1165783A,Vegetarian,61
1165787E,Vegan,44
1165790A,Vegetarian,25
1165806A,Vegetarian,21
1165811C,Omnivore,46
1165840E,Vegetarian,63
116584E,Omnivore,22
1165858C,Vegan,66
116593D,Omnivore,61
1165959D,Vegan,45
1165961A,Vegan,78
1165980A,Vegetarian,51
116598A,Vegetarian,37
1165990D,Vegetarian,23
1165996B,Vegetarian,49
1166067C,Vegetarian,42
1166077D,Vegan,48
116607D,Omnivore,53
11660872A,Vegetarian,63
1166088B,Omnivore,56
116608D,Vegetarian,72
1166096E,Vegetarian,60
1166124D,Vegan,69
1166147B,Vegan,68
1166154C,Vegan,76
1166156B,Omnivore,34
116615D,Omnivore,77
1166173A,Vegetarian,64
1166197C,Vegetarian,50
1166203A,Omnivore,76
116620A,Omnivore,37
11662103B,Vegetarian,63
1166220C,Vegetarian,57
116623A,Vegetarian,38
1166252D,Vegetarian,75
1166272E,Vegan,38
1166283A,Omnivore,57
1166294D,Vegetarian,50
1166301B,Vegan,64
1166308C,Omnivore,21
1166330D,Omnivore,68
1166335D,Vegan,49
1166342A,Omnivore,26
1166373A,Vegetarian,25
1166398B,Vegetarian,52
1166403C,Vegetarian,24
1166426E,Vegetarian,76
116643D,Vegetarian,65
1166490C,Vegan,20
11665112D,Omnivore,50
116652A,Vegan,29
1166537B,Vegan,62
1166542A,Vegetarian,51
116655B,Vegan,53
1166561D,Vegan,62
1166605E,Vegetarian,21
11666062C,Omnivore,55
116661A,Omnivore,62
116662A,Vegetarian,53
1166648A,Omnivore,78
1166657C,Omnivore,18
1166669C,Vegetarian,42
1166672E,Vegetarian,50
1166674B,Vegetarian,70
1166697B,Omnivore,28
1166723B,Vegan,18
116673C,Omnivore,58
1166742A,Vegan,65
1166744E,Vegetarian,51
1166768D,Vegetarian,45
11667816A,Vegetarian,40
1166781E,Vegan,34
116678A,Vegan,26
1166802D,Omnivore,67
1166805D,Omnivore,53
1166808E,Omnivore,34
1166810E,Omnivore,34
116685D,Vegan,59
1166864E,Vegan,24
116686C,Omnivore,63
116687E,Vegetarian,42
1166907A,Vegan,23
1166911E,Omnivore,52
1166913B,Omnivore,44
116693C,Vegetarian,33
1166941A,Omnivore,60
11669525C,Vegetarian,67
1166952A,Vegetarian,74
1166957E,Omnivore,40
1166961B,Omnivore,51
1166969C,Vegetarian,30
1166993C,Vegetarian,49
1166998E,Omnivore,53
1167022A,Vegan,57
1167036E,Vegan,54
1167062B,Vegetarian,20
1167069D,Vegetarian,48
116708D,Vegetarian,31
116709E,Omnivore,67
116711E,Vegetarian,46
1167155D,Vegetarian,66
1167188D,Omnivore,23
1167192C,Vegetarian,65
116720C,Omnivore,18
116721E,Vegetarian,55
1167220E,Vegetarian,48
1167232C,Vegetarian,75
1167273E,Vegetarian,73
1167280B,Vegan,64
1167294A,Omnivore,75
1167306B,Vegetarian,48
1167317E,Omnivore,49
11673203B,Vegetarian,30
116734E,Vegetarian,62
116735E,Vegetarian,22
1167381B,Vegetarian,35
1167385B,Vegan,19
116740E,Vegan,38
1167417A,Vegetarian,58
116741B,Omnivore,50
1167425A,Vegetarian,72
1167448D,Vegetarian,63
1167453A,Vegan,43
1167475C,Vegetarian,71
1167477E,Vegetarian,27
11674D,Vegetarian,51
1167509E,Vegetarian,65
1167514C,Vegetarian,78
1167524D,Omnivore,61
1167543B,Vegan,75
1167558C,Vegetarian,45
1167586B,Vegan,41
1167591E,Omnivore,20
1167599B,Vegan,56
116760C,Vegan,56
1167617D,Omnivore,65
11676346A,Omnivore,23
116764D,Vegetarian,24
1167652B,Vegetarian,46
1167672B,Vegetarian,69
1167686D,Vegetarian,46
1167687D,Vegetarian,78
116770C,Vegetarian,49
1167715D,Vegetarian,76
1167732B,Vegan,69
1167743B,Vegetarian,43
1167766C,Vegan,48
1167788B,Vegan,64
1167790D,Vegetarian,43
1167808E,Vegan,62
1167822A,Vegetarian,73
1167833E,Omnivore,56
1167844A,Vegan,54
11678577D,Omnivore,71
1167867C,Vegetarian,34
1167873C,Vegetarian,56
1167876D,Vegetarian,55
1167902D,Vegan,67
116791A,Omnivore,27
1167925E,Vegetarian,64
1167926D,Vegetarian,28
1167939E,Omnivore,76
1167947E,Omnivore,29
116796D,Vegan,73
1167988E,Vegetarian,75
1168021D,Vegetarian,56
116805B,Vegetarian,69
1168066C,Vegetarian,72
116806B,Vegetarian,77
1168112B,Vegetarian,37
1168139B,Omnivore,65
1168148E,Omnivore,22
116819D,Vegetarian,59
1168217B,Vegan,22
1168230E,Vegan,64
1168238A,Vegetarian,25
1168240B,Vegetarian,41
1168248B,Vegetarian,70
1168301E,Vegetarian,59
1168302E,Vegetarian,39
1168308E,Vegetarian,71
1168332D,Omnivore,30
1168355D,Omnivore,66
1168372A,Omnivore,66
116837A,Omnivore,47
1168380A,Vegetarian,41
1168390C,Vegetarian,51
1168404E,Vegetarian,47
1168409E,Vegetarian,21
1168432C,Omnivore,35
116854B,Vegan,35
11685628C,Omnivore,30
116856E,Vegetarian,78
116857C,Omnivore,77
1168584D,Vegetarian,74
1168592E,Vegan,77
1168605B,Vegetarian,44
116860B,Omnivore,33
116861C,Vegan,18
1168645A,Vegetarian,72
116864A,Vegetarian,75
116867E,Vegan,38
1168686A,Omnivore,22
1168688D,Vegan,28
1168690C,Vegetarian,43
116869D,Vegetarian,48
11686D,Vegetarian,30
11687154A,Vegetarian,70
1168754D,Vegetarian,37
1168755D,Vegetarian,71
1168756A,Vegetarian,29
1168758A,Omnivore,19
1168783A,Vegetarian,49
116878B,Vegan,51
116881A,Vegetarian,52
1168820B,Vegetarian,27
1168840B,Omnivore,53
11688435B,Vegetarian,54
1168853D,Vegetarian,66
1168865D,Omnivore,38
1168866B,Vegan,45
1168878C,Omnivore,62
116887D,Vegan,31
1168886C,Omnivore,34
1168888B,Omnivore,29
116888A,Vegetarian,57
11688E,Vegan,59
116890E,Vegan,52
1168911A,Vegetarian,58
1168912E,Vegan,77
1168913E,Omnivore,50
1168939E,Omnivore,24
116893C,Vegan,31
1168943C,Vegan,63
1168957C,Vegetarian,54
116896C,Vegan,66
11690034D,Vegetarian,60
1169004A,Omnivore,26
116900E,Vegetarian,46
1169012A,Vegetarian,41
1169028A,Vegetarian,38
116903B,Vegan,20
1169041D,Vegetarian,40
1169062E,Vegetarian,28
1169072E,Vegetarian,61
11690837A,Omnivore,45
1169095A,Omnivore,19
1169099E,Vegetarian,36
1169115C,Vegetarian,77
1169128E,Omnivore,50
116913B,Omnivore,48
116914B,Vegetarian,56
1169151A,Vegetarian,76
1169153C,Vegetarian,21
116915A,Vegetarian,47
1169164D,Vegetarian,78
116917B,Vegan,20
1169241C,Omnivore,66
116924D,Omnivore,77
1169255B,Vegan,61
1169270A,Omnivore,39
1169286D,Vegetarian,31
1169287E,Vegetarian,43
11692999C,Vegan,36
116929E,Vegetarian,32
1169319E,Vegan,24
1169332A,Vegetarian,53
1169342C,Vegetarian,45
1169368A,Vegan,78
11693823C,Omnivore,61
1169390D,Vegetarian,21
116939D,Vegetarian,77
116940C,Vegetarian,45
1169413C,Vegan,41
1169415A,Vegetarian,19
1169462D,Omnivore,74
1169469A,Omnivore,54
116948C,Vegetarian,63
1169499C,Vegetarian,30
1169502D,Vegetarian,56
1169528A,Vegan,62
1169547A,Vegan,67
1169549E,Omnivore,54
1169551B,Omnivore,42
1169583E,Vegetarian,58
1169596D,Vegetarian,78
1169601C,Vegan,27
116962C,Vegetarian,64
116963C,Vegetarian,65
1169660E,Omnivore,78
1169662A,Vegetarian,68
1169704E,Vegetarian,54
116970E,Vegetarian,58
116971D,Vegetarian,52
116973B,Vegan,45
1169741A,Vegetarian,25
1169750D,Vegetarian,22
1169766A,Vegetarian,71
1169767C,Omnivore,38
1169774C,Vegetarian,69
116977D,Vegan,46
1169789E,Omnivore,47
1169796A,Vegetarian,76
116979E,Omnivore,18
11697C,Vegan,67
1169824C,Omnivore,47
1169832B,Vegetarian,77
1169833A,Vegetarian,38
1169853B,Vegetarian,67
1169864D,Omnivore,62
116988C,Vegetarian,48
1169897C,Vegan,71
1169932E,Omnivore,66
1169937E,Omnivore,28
1169949E,Vegetarian,18
116994B,Vegetarian,26
1169952D,Vegan,27
1169978B,Vegetarian,66
1169989E,Omnivore,42
1169991D,Vegetarian,42
1169999A,Vegetarian,49
1170018E,Vegetarian,20
117001A,Vegetarian,47
1170032C,Vegan,60
1170033C,Vegetarian,38
117003C,Omnivore,34
1170084B,Vegetarian,73
1170087C,Omnivore,41
117010E,Vegetarian,52
1170111C,Omnivore,49
1170119E,Vegan,56
1170127B,Vegetarian,46
1170151B,Vegetarian,55
1170162E,Vegetarian,61
1170163B,Vegetarian,27
117017B,Vegetarian,65
1170182E,Vegetarian,58
1170183A,Vegan,53
1170191D,Omnivore,36
1170194B,Vegetarian,68
1170212D,Vegetarian,67
1170213C,Vegetarian,39
1170217E,Vegan,70
1170224E,Vegetarian,37
1170247D,Vegetarian,42
117025B,Vegetarian,30
1170264E,Vegetarian,48
1170265D,Vegetarian,59
1170266E,Vegetarian,61
1170272B,Vegetarian,35
1170273E,Vegetarian,49
1170290A,Vegetarian,59
1170292C,Vegetarian,51
1170295E,Vegetarian,72
1170296E,Vegan,68
1170299A,Vegan,34
11702E,Omnivore,68
1170315D,Vegetarian,68
1170316D,Omnivore,32
117034A,Vegetarian,74
1170364E,Vegetarian,42
1170401C,Vegetarian,19
1170402D,Omnivore,30
1170421A,Vegetarian,53
1170429C,Omnivore,49
117042C,Vegetarian,23
1170456B,Vegetarian,79
1170469A,Vegetarian,20
1170474B,Vegan,32
1170482C,Vegan,73
117049E,Omnivore,39
11705073B,Omnivore,24
1170509C,Omnivore,42
1170511E,Vegetarian,39
11705283B,Omnivore,27
11705465B,Vegetarian,60
1170547B,Omnivore,53
1170549D,Omnivore,45
1170554A,Vegan,29
1170619A,Vegetarian,22
1170623A,Vegetarian,79
1170625D,Vegetarian,38
1170672B,Vegetarian,32
1170673E,Vegetarian,68
117067A,Vegetarian,31
1170683B,Vegetarian,49
1170714E,Vegan,37
1170727C,Omnivore,61
1170731D,Vegetarian,55
1170734B,Vegetarian,62
117073B,Vegetarian,74
11707469D,Vegan,27
117074A,Vegetarian,28
117075B,Omnivore,41
1170765B,Vegetarian,51
1170774E,Omnivore,52
1170775D,Vegetarian,53
1170780D,Vegetarian,58
1170794C,Vegetarian,24
1170814D,Vegetarian,31
1170821A,Vegetarian,78
1170838B,Vegetarian,42
1170839C,Vegetarian,30
1170871A,Vegetarian,21
1170882C,Vegetarian,58
1170896A,Omnivore,23
1170903C,Vegetarian,51
1170912B,Omnivore,62
1170913A,Vegetarian,57
117092A,Omnivore,34
1170936E,Vegetarian,18
1170942E,Vegan,63
1170952D,Vegetarian,25
1171010C,Vegetarian,30
1171022E,Vegetarian,22
1171027C,Omnivore,23
1171033A,Vegan,71
117103C,Omnivore,53
1171058C,Omnivore,44
11710638C,Vegetarian,19
1171065E,Vegetarian,27
1171067C,Vegan,69
1171069B,Vegetarian,55
117109B,Vegetarian,62
1171120E,Omnivore,39
1171126E,Vegan,61
1171135E,Omnivore,77
1171141E,Omnivore,26
1171156E,Omnivore,59
1171171C,Vegetarian,38
1171173E,Vegetarian,55
117117B,Vegetarian,78
117118B,Vegan,37
117119C,Vegetarian,28
1171219A,Omnivore,57
1171220B,Omnivore,68
1171226E,Vegan,58
117122B,Omnivore,65
1171252A,Vegetarian,63
1171259A,Vegetarian,61
1171295E,Vegetarian,56
1171308C,Vegan,66
1171309D,Omnivore,50
1171338D,Omnivore,41
11713428C,Vegan,66
117137B,Vegetarian,49
1171390D,Vegan,62
1171396C,Vegetarian,54
117139B,Vegetarian,44
1171415B,Omnivore,48
11714345B,Vegetarian,65
1171436A,Vegan,32
117143A,Vegetarian,78
1171443B,Vegan,67
1171450E,Vegetarian,67
1171453C,Vegetarian,43
117145B,Omnivore,71
1171480D,Omnivore,42
1171500A,Omnivore,21
1171524C,Vegan,51
1171532B,Omnivore,48
1171546D,Omnivore,73
1171548B,Vegan,77
1171555A,Vegetarian,64
1171592E,Omnivore,70
11715C,Vegetarian,69
1171616B,Omnivore,47
1171627B,Vegetarian,52
1171631C,Omnivore,33
1171634C,Vegan,32
1171644C,Vegan,62
1171652D,Vegetarian,25
1171691D,Vegetarian,42
11717288C,Vegetarian,38
1171733E,Vegetarian,53
1171738E,Vegetarian,29
1171747E,Omnivore,41
1171764D,Vegan,23
1171777B,Vegetarian,24
117179B,Omnivore,19
1171846B,Vegetarian,31
1171848A,Omnivore,52
117184E,Vegetarian,29
1171867D,Vegan,23
1171894B,Vegetarian,28
1171899B,Vegetarian,71
1171921E,Omnivore,50
1171962A,Omnivore,29
1171967E,Vegetarian,52
1171969B,Vegetarian,48
1171978C,Vegetarian,47
1171982B,Omnivore,41
1171987C,Omnivore,59
1171992E,Vegan,34
1171997C,Omnivore,22
117200C,Vegetarian,61
1172015E,Vegan,35
117207E,Vegetarian,23
117209C,Vegetarian,45
11720B,Vegan,45
1172112E,Vegetarian,41
1172144E,Vegan,67
117214D,Vegetarian,18
1172154B,Vegetarian,56
1172181E,Vegetarian,46
11722089D,Vegan,65
117220E,Vegetarian,18
117221D,Vegetarian,70
117222A,Vegan,74
1172238C,Vegan,23
1172248E,Vegan,41
1172259C,Vegetarian,67
117226B,Omnivore,47
1172281A,Vegan,47
1172296C,Vegetarian,41
1172306E,Vegetarian,54
1172320C,Vegetarian,31
1172324C,Vegan,50
1172335C,Omnivore,23
1172358D,Vegan,30
117235B,Vegetarian,29
1172381C,Vegetarian,69
1172386C,Vegetarian,27
1172420D,Omnivore,27
1172421A,Vegetarian,45
1172492E,Vegetarian,58
1172502C,Omnivore,37
117250E,Omnivore,68
1172513D,Vegetarian,74
117252B,Vegetarian,77
1172551E,Vegetarian,41
1172552A,Vegetarian,19
1172555B,Vegetarian,31
1172588E,Omnivore,40
117262E,Vegan,35
117264C,Vegan,46
1172658D,Vegetarian,76
117265E,Vegan,27
117266D,Vegetarian,71
1172699D,Vegetarian,45
1172704B,Vegetarian,57
1172705A,Vegetarian,79
1172719C,Omnivore,63
1172731A,Vegetarian,76
1172754E,Vegan,42
1172768C,Omnivore,74
11727B,Vegetarian,21
117282E,Omnivore,79
1172830E,Vegetarian,68
1172836D,Vegetarian,32
1172844D,Vegetarian,36
1172853C,Omnivore,75
1172859C,Vegetarian,21
11728794A,Vegan,27
1172883A,Omnivore,70
1172894C,Vegetarian,62
1172902A,Vegetarian,24
1172940E,Omnivore,19
1172943C,Omnivore,63
1172957D,Vegetarian,64
1172958A,Omnivore,33
1172966D,Omnivore,42
1172968E,Vegetarian,65
117300A,Vegan,19
1173044E,Vegetarian,40
1173060E,Omnivore,46
117306E,Vegetarian,67
1173079B,Omnivore,72
1173094C,Vegetarian,76
1173096C,Omnivore,22
1173100E,Vegetarian,58
117314A,Omnivore,42
1173177E,Vegetarian,43
1173182B,Vegan,28
11731914D,Vegan,41
1173203C,Vegetarian,38
1173208E,Omnivore,19
1173218D,Vegan,43
1173220E,Vegan,66
1173226E,Vegetarian,26
1173230A,Omnivore,44
1173246E,Omnivore,43
1173262C,Omnivore,67
1173280B,Vegan,65
1173302E,Vegetarian,71
11733047B,Vegetarian,77
1173309E,Vegetarian,36
11733127C,Omnivore,65
1173323A,Omnivore,33
1173326A,Omnivore,24
1173327C,Vegetarian,53
117332A,Vegan,55
1173333D,Vegan,33
1173339E,Vegan,20
117333C,Vegan,75
1173351E,Omnivore,69
11733552A,Vegan,31
117335A,Vegetarian,34
1173379E,Vegetarian,21
117337B,Omnivore,60
1173381E,Vegetarian,45
1173385D,Omnivore,57
1173396C,Omnivore,53
1173398D,Vegetarian,53
11733C,Omnivore,45
1173406C,Vegetarian,79
1173429D,Vegetarian,42
1173459B,Vegetarian,39
1173486E,Omnivore,32
1173497A,Vegetarian,61
1173500A,Vegetarian,42
1173512E,Vegetarian,66
117351D,Vegetarian,39
1173521A,Vegan,65
11735286E,Vegetarian,32
117352D,Vegan,77
1173558E,Vegetarian,37
1173570E,Vegetarian,64
1173595D,Vegetarian,26
11735A,Omnivore,66
1173614E,Vegetarian,50
1173620E,Vegan,22
1173643D,Vegetarian,20
1173648E,Vegetarian,46
117364A,Vegan,64
1173650A,Vegetarian,27
117365C,Vegan,24
1173666E,Omnivore,69
117367E,Vegetarian,50
117369A,Vegan,23
1173709D,Omnivore,67
1173724B,Omnivore,70
117380C,Omnivore,63
1173832E,Omnivore,51
1173873B,Omnivore,28
1173885B,Vegetarian,57
1173886B,Vegetarian,46
1173891C,Vegetarian,48
1173899E,Vegetarian,62
1173904D,Vegan,64
1173906E,Omnivore,29
11739081B,Vegetarian,54
1173915E,Omnivore,28
1173941C,Omnivore,37
1173947E,Vegetarian,21
11739510E,Vegan,47
117396E,Vegetarian,22
117398A,Vegetarian,22
1173992D,Vegetarian,57
11739E,Vegetarian,24
1174000B,Omnivore,48
1174020B,Omnivore,57
1174038A,Vegetarian,65
117404E,Vegetarian,28
11740533E,Omnivore,72
1174066E,Vegan,41
1174068B,Omnivore,40
1174071C,Vegetarian,32
1174100E,Vegetarian,40
117411E,Vegetarian,39
1174138E,Omnivore,48
117414B,Omnivore,45
1174153B,Vegan,41
1174163C,Vegetarian,71
1174169E,Omnivore,27
1174191B,Vegetarian,57
11741930A,Vegetarian,43
1174206A,Vegetarian,36
1174230E,Vegetarian,44
1174235E,Omnivore,23
1174240C,Vegetarian,62
1174249B,Omnivore,59
1174267E,Vegan,68
117426E,Omnivore,66
1174289A,Vegan,68
117428E,Vegetarian,68
1174306A,Vegetarian,19
1174334B,Vegan,36
1174335D,Vegan,24
1174362D,Omnivore,38
1174382D,Omnivore,58
117438A,Vegetarian,43
117440C,Vegetarian,18
1174414A,Vegetarian,62
117441A,Vegetarian,20
1174422A,Vegetarian,66
1174447E,Vegetarian,68
1174453C,Vegan,74
1174455A,Vegetarian,25
1174476E,Vegetarian,35
1174509D,Omnivore,32
1174514B,Vegetarian,53
1174517C,Omnivore,58
117452E,Omnivore,35
1174545E,Vegetarian,53
117455A,Vegetarian,48
1174564D,Vegan,34
1174571C,Vegan,22
1174575B,Vegetarian,61
1174587B,Vegan,52
1174590B,Vegetarian,60
1174629D,Vegetarian,48
117463E,Omnivore,73
1174674C,Vegetarian,40
117467E,Omnivore,27
1174735B,Omnivore,63
117474B,Omnivore,70
1174758E,Vegetarian,32
1174811C,Vegan,44
1174820A,Omnivore,42
1174822A,Vegan,36
1174825B,Vegetarian,45
11748448A,Vegetarian,77
117484A,Vegan,37
1174852D,Vegan,60
1174935E,Vegetarian,50
1174937A,Vegetarian,55
1174950B,Vegetarian,78
117495D,Vegan,21
117496E,Vegetarian,18
11750056C,Omnivore,25
1175009C,Vegetarian,57
1175012A,Omnivore,76
117501C,Omnivore,44
1175021C,Omnivore,39
1175033D,Vegetarian,53
1175036C,Omnivore,46
1175043E,Vegetarian,71
1175046A,Omnivore,75
117504C,Omnivore,38
1175056D,Vegetarian,58
1175059B,Omnivore,54
117505D,Vegetarian,36
11750699B,Omnivore,19
117508D,Vegan,36
1175095C,Vegetarian,48
1175098A,Vegetarian,76
1175109C,Omnivore,21
1175134B,Vegetarian,27
1175138A,Vegetarian,75
1175144A,Vegetarian,63
1175150D,Omnivore,57
1175155C,Vegetarian,21
1175163D,Vegetarian,43
1175172B,Vegetarian,53
117517A,Vegetarian,46
1175182E,Vegan,63
1175208C,Vegetarian,37
117522E,Omnivore,26
1175241E,Vegetarian,73
1175242E,Omnivore,55
1175244B,Vegetarian,28
1175252D,Vegetarian,72
1175279E,Vegetarian,24
1175306D,Vegetarian,73
117530E,Vegan,22
1175362A,Vegetarian,47
1175364B,Vegan,36
117536D,Omnivore,69
1175377B,Vegan,21
1175380C,Vegan,41
1175382D,Omnivore,41
1175394A,Vegetarian,73
1175395C,Vegetarian,30
1175399E,Omnivore,56
117539E,Vegan,38
11754084B,Omnivore,56
1175420D,Omnivore,41
1175424C,Vegetarian,72
1175425D,Vegetarian,48
1175457A,Vegan,19
1175466C,Vegetarian,47
1175477E,Vegan,60
1175478D,Vegan,18
117551C,Omnivore,23
1175525B,Omnivore,72
1175570B,Vegetarian,23
1175584E,Vegan,21
1175586D,Vegetarian,70
117558A,Vegetarian,58
1175592B,Vegetarian,57
1175596A,Vegan,79
1175602B,Vegetarian,31
1175603E,Vegetarian,46
1175611B,Vegetarian,47
1175616C,Vegetarian,27
117562C,Vegan,27
117565C,Vegetarian,22
1175662D,Vegetarian,61
1175664E,Omnivore,53
1175675A,Omnivore,18
1175677B,Vegetarian,34
1175679C,Omnivore,67
1175701D,Vegetarian,56
117570E,Omnivore,52
1175730B,Vegetarian,36
1175741E,Vegetarian,54
1175749A,Vegetarian,42
117577D,Omnivore,47
117581A,Vegetarian,66
1175846E,Vegetarian,67
1175874C,Omnivore,26
1175887E,Vegetarian,69
1175921A,Vegetarian,48
1175927D,Vegetarian,42
1176008E,Vegetarian,74
117600E,Vegan,18
1176020D,Omnivore,27
1176023A,Vegetarian,56
1176031B,Vegetarian,36
1176040D,Vegetarian,64
1176047C,Vegetarian,61
117605B,Vegetarian,64
1176069B,Omnivore,29
1176097E,Vegetarian,68
1176111D,Vegan,29
1176131E,Vegetarian,21
117614D,Vegetarian,25
1176151E,Vegetarian,53
117622E,Vegetarian,70
1176237C,Vegetarian,74
1176241B,Vegan,76
